"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"42 years"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	71	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"42 years"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	81	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"43 years"	"43"	"Female"	"F"	"Black or African American"	"2054-5"	77	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"43 years"	"43"	"Male"	"M"	"Black or African American"	"2054-5"	117	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"44 years"	"44"	"Female"	"F"	"Black or African American"	"2054-5"	89	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"44 years"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	95	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"45 years"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	100	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"45 years"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"46 years"	"46"	"Female"	"F"	"Black or African American"	"2054-5"	90	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"46 years"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	130	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"47 years"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	106	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"47 years"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	135	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"48 years"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	94	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"48 years"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	141	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"49 years"	"49"	"Female"	"F"	"Black or African American"	"2054-5"	140	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"49 years"	"49"	"Male"	"M"	"Black or African American"	"2054-5"	165	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"50 years"	"50"	"Female"	"F"	"Black or African American"	"2054-5"	117	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"50 years"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	175	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"51 years"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"51 years"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	188	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"52 years"	"52"	"Female"	"F"	"Black or African American"	"2054-5"	130	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"52 years"	"52"	"Male"	"M"	"Black or African American"	"2054-5"	207	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"53 years"	"53"	"Female"	"F"	"Black or African American"	"2054-5"	149	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"53 years"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	220	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"54 years"	"54"	"Female"	"F"	"Black or African American"	"2054-5"	147	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"54 years"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	206	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"55 years"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	172	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"55 years"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	239	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	170	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	249	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	172	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	241	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"58 years"	"58"	"Female"	"F"	"Black or African American"	"2054-5"	159	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"58 years"	"58"	"Male"	"M"	"Black or African American"	"2054-5"	258	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"59 years"	"59"	"Female"	"F"	"Black or African American"	"2054-5"	198	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"59 years"	"59"	"Male"	"M"	"Black or African American"	"2054-5"	221	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"60 years"	"60"	"Female"	"F"	"Black or African American"	"2054-5"	177	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"60 years"	"60"	"Male"	"M"	"Black or African American"	"2054-5"	282	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"61 years"	"61"	"Female"	"F"	"Black or African American"	"2054-5"	165	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"61 years"	"61"	"Male"	"M"	"Black or African American"	"2054-5"	285	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"62 years"	"62"	"Female"	"F"	"Black or African American"	"2054-5"	193	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"62 years"	"62"	"Male"	"M"	"Black or African American"	"2054-5"	269	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"63 years"	"63"	"Female"	"F"	"Black or African American"	"2054-5"	190	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"63 years"	"63"	"Male"	"M"	"Black or African American"	"2054-5"	287	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"64 years"	"64"	"Female"	"F"	"Black or African American"	"2054-5"	164	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"64 years"	"64"	"Male"	"M"	"Black or African American"	"2054-5"	290	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"65 years"	"65"	"Female"	"F"	"Black or African American"	"2054-5"	186	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"65 years"	"65"	"Male"	"M"	"Black or African American"	"2054-5"	239	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"66 years"	"66"	"Female"	"F"	"Black or African American"	"2054-5"	197	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"66 years"	"66"	"Male"	"M"	"Black or African American"	"2054-5"	262	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"67 years"	"67"	"Female"	"F"	"Black or African American"	"2054-5"	226	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"67 years"	"67"	"Male"	"M"	"Black or African American"	"2054-5"	252	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"68 years"	"68"	"Female"	"F"	"Black or African American"	"2054-5"	189	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"68 years"	"68"	"Male"	"M"	"Black or African American"	"2054-5"	255	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"69 years"	"69"	"Female"	"F"	"Black or African American"	"2054-5"	205	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"69 years"	"69"	"Male"	"M"	"Black or African American"	"2054-5"	275	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"70 years"	"70"	"Female"	"F"	"Black or African American"	"2054-5"	198	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"70 years"	"70"	"Male"	"M"	"Black or African American"	"2054-5"	245	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"71 years"	"71"	"Female"	"F"	"Black or African American"	"2054-5"	215	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"71 years"	"71"	"Male"	"M"	"Black or African American"	"2054-5"	240	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"72 years"	"72"	"Female"	"F"	"Black or African American"	"2054-5"	227	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"72 years"	"72"	"Male"	"M"	"Black or African American"	"2054-5"	254	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"73 years"	"73"	"Female"	"F"	"Black or African American"	"2054-5"	244	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"73 years"	"73"	"Male"	"M"	"Black or African American"	"2054-5"	257	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"74 years"	"74"	"Female"	"F"	"Black or African American"	"2054-5"	256	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"74 years"	"74"	"Male"	"M"	"Black or African American"	"2054-5"	261	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"75 years"	"75"	"Female"	"F"	"Black or African American"	"2054-5"	293	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"75 years"	"75"	"Male"	"M"	"Black or African American"	"2054-5"	256	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"76 years"	"76"	"Female"	"F"	"Black or African American"	"2054-5"	287	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"76 years"	"76"	"Male"	"M"	"Black or African American"	"2054-5"	271	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"77 years"	"77"	"Female"	"F"	"Black or African American"	"2054-5"	273	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"77 years"	"77"	"Male"	"M"	"Black or African American"	"2054-5"	261	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"78 years"	"78"	"Female"	"F"	"Black or African American"	"2054-5"	230	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"78 years"	"78"	"Male"	"M"	"Black or African American"	"2054-5"	271	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"79 years"	"79"	"Female"	"F"	"Black or African American"	"2054-5"	274	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"79 years"	"79"	"Male"	"M"	"Black or African American"	"2054-5"	250	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"80 years"	"80"	"Female"	"F"	"Black or African American"	"2054-5"	284	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"80 years"	"80"	"Male"	"M"	"Black or African American"	"2054-5"	255	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"81 years"	"81"	"Female"	"F"	"Black or African American"	"2054-5"	277	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"81 years"	"81"	"Male"	"M"	"Black or African American"	"2054-5"	238	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"82 years"	"82"	"Female"	"F"	"Black or African American"	"2054-5"	270	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"82 years"	"82"	"Male"	"M"	"Black or African American"	"2054-5"	237	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"83 years"	"83"	"Female"	"F"	"Black or African American"	"2054-5"	323	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"83 years"	"83"	"Male"	"M"	"Black or African American"	"2054-5"	237	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"84 years"	"84"	"Female"	"F"	"Black or African American"	"2054-5"	298	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"84 years"	"84"	"Male"	"M"	"Black or African American"	"2054-5"	203	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"85 years"	"85"	"Female"	"F"	"Black or African American"	"2054-5"	276	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"85 years"	"85"	"Male"	"M"	"Black or African American"	"2054-5"	204	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"86 years"	"86"	"Female"	"F"	"Black or African American"	"2054-5"	292	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"86 years"	"86"	"Male"	"M"	"Black or African American"	"2054-5"	199	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"87 years"	"87"	"Female"	"F"	"Black or African American"	"2054-5"	284	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"87 years"	"87"	"Male"	"M"	"Black or African American"	"2054-5"	150	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"88 years"	"88"	"Female"	"F"	"Black or African American"	"2054-5"	279	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"88 years"	"88"	"Male"	"M"	"Black or African American"	"2054-5"	172	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"89 years"	"89"	"Female"	"F"	"Black or African American"	"2054-5"	259	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"89 years"	"89"	"Male"	"M"	"Black or African American"	"2054-5"	127	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"90 years"	"90"	"Female"	"F"	"Black or African American"	"2054-5"	262	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"90 years"	"90"	"Male"	"M"	"Black or African American"	"2054-5"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"91 years"	"91"	"Female"	"F"	"Black or African American"	"2054-5"	205	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"91 years"	"91"	"Male"	"M"	"Black or African American"	"2054-5"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"92 years"	"92"	"Female"	"F"	"Black or African American"	"2054-5"	219	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"92 years"	"92"	"Male"	"M"	"Black or African American"	"2054-5"	106	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"93 years"	"93"	"Female"	"F"	"Black or African American"	"2054-5"	197	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"93 years"	"93"	"Male"	"M"	"Black or African American"	"2054-5"	83	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"94 years"	"94"	"Female"	"F"	"Black or African American"	"2054-5"	154	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"94 years"	"94"	"Male"	"M"	"Black or African American"	"2054-5"	67	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"95 years"	"95"	"Female"	"F"	"Black or African American"	"2054-5"	123	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"95 years"	"95"	"Male"	"M"	"Black or African American"	"2054-5"	43	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"96 years"	"96"	"Female"	"F"	"Black or African American"	"2054-5"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"96 years"	"96"	"Male"	"M"	"Black or African American"	"2054-5"	43	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"97 years"	"97"	"Female"	"F"	"Black or African American"	"2054-5"	97	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"97 years"	"97"	"Male"	"M"	"Black or African American"	"2054-5"	25	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"98 years"	"98"	"Female"	"F"	"Black or African American"	"2054-5"	68	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"98 years"	"98"	"Male"	"M"	"Black or African American"	"2054-5"	35	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"99 years"	"99"	"Female"	"F"	"Black or African American"	"2054-5"	56	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"99 years"	"99"	"Male"	"M"	"Black or African American"	"2054-5"	25	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"100+ years"	"100"	"Female"	"F"	"Black or African American"	"2054-5"	198	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"100+ years"	"100"	"Male"	"M"	"Black or African American"	"2054-5"	36	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	33	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	30	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"2 years"	"2"	"Female"	"F"	"Black or African American"	"2054-5"	21	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	31	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	16	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	18	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"5 years"	"5"	"Female"	"F"	"Black or African American"	"2054-5"	16	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"5 years"	"5"	"Male"	"M"	"Black or African American"	"2054-5"	17	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"6 years"	"6"	"Female"	"F"	"Black or African American"	"2054-5"	15	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"6 years"	"6"	"Male"	"M"	"Black or African American"	"2054-5"	12	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"8 years"	"8"	"Male"	"M"	"Black or African American"	"2054-5"	14	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"9 years"	"9"	"Female"	"F"	"Black or African American"	"2054-5"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"10 years"	"10"	"Male"	"M"	"Black or African American"	"2054-5"	16	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"11 years"	"11"	"Male"	"M"	"Black or African American"	"2054-5"	17	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"13 years"	"13"	"Female"	"F"	"Black or African American"	"2054-5"	15	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"13 years"	"13"	"Male"	"M"	"Black or African American"	"2054-5"	20	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"14 years"	"14"	"Female"	"F"	"Black or African American"	"2054-5"	13	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"14 years"	"14"	"Male"	"M"	"Black or African American"	"2054-5"	16	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"15 years"	"15"	"Female"	"F"	"Black or African American"	"2054-5"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"15 years"	"15"	"Male"	"M"	"Black or African American"	"2054-5"	28	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"16 years"	"16"	"Female"	"F"	"Black or African American"	"2054-5"	15	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"16 years"	"16"	"Male"	"M"	"Black or African American"	"2054-5"	34	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"17 years"	"17"	"Female"	"F"	"Black or African American"	"2054-5"	12	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"17 years"	"17"	"Male"	"M"	"Black or African American"	"2054-5"	46	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"18 years"	"18"	"Female"	"F"	"Black or African American"	"2054-5"	17	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"18 years"	"18"	"Male"	"M"	"Black or African American"	"2054-5"	60	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"19 years"	"19"	"Female"	"F"	"Black or African American"	"2054-5"	16	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"19 years"	"19"	"Male"	"M"	"Black or African American"	"2054-5"	62	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"20 years"	"20"	"Female"	"F"	"Black or African American"	"2054-5"	19	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"20 years"	"20"	"Male"	"M"	"Black or African American"	"2054-5"	81	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"21 years"	"21"	"Female"	"F"	"Black or African American"	"2054-5"	28	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"21 years"	"21"	"Male"	"M"	"Black or African American"	"2054-5"	84	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"22 years"	"22"	"Female"	"F"	"Black or African American"	"2054-5"	24	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"22 years"	"22"	"Male"	"M"	"Black or African American"	"2054-5"	95	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"23 years"	"23"	"Female"	"F"	"Black or African American"	"2054-5"	29	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"23 years"	"23"	"Male"	"M"	"Black or African American"	"2054-5"	86	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"24 years"	"24"	"Female"	"F"	"Black or African American"	"2054-5"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"24 years"	"24"	"Male"	"M"	"Black or African American"	"2054-5"	91	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"25 years"	"25"	"Female"	"F"	"Black or African American"	"2054-5"	31	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"25 years"	"25"	"Male"	"M"	"Black or African American"	"2054-5"	77	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"26 years"	"26"	"Female"	"F"	"Black or African American"	"2054-5"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"26 years"	"26"	"Male"	"M"	"Black or African American"	"2054-5"	87	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"27 years"	"27"	"Female"	"F"	"Black or African American"	"2054-5"	19	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"27 years"	"27"	"Male"	"M"	"Black or African American"	"2054-5"	70	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"28 years"	"28"	"Female"	"F"	"Black or African American"	"2054-5"	34	Not Applicable	Not Applicable
