"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	1737	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	1112	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	1961	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	1175	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	2045	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	1395	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	2430	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	1472	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	2401	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	1593	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	2722	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	1747	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	2946	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	1850	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	3247	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	1981	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	3495	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	2187	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	3726	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	2334	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	4003	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	2586	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	4260	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	2669	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	4561	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	2899	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	4641	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	3104	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	5009	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	3349	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	5211	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	3459	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	5525	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	3656	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	5980	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	3845	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	6005	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	3951	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	6114	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"61 years"	"61"	"Female"	"F"	"White"	"2106-3"	4137	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	6366	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"62 years"	"62"	"Female"	"F"	"White"	"2106-3"	4512	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"62 years"	"62"	"Male"	"M"	"White"	"2106-3"	6440	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"63 years"	"63"	"Female"	"F"	"White"	"2106-3"	4678	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	6839	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	4995	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	7040	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	5141	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	7265	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	5511	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	7651	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	5710	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	7789	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	6192	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	8191	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	6577	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	8701	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	7145	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	8959	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	7540	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	9446	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	7990	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	9925	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	8571	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	10350	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	9342	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	10820	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	10215	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	11471	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	10965	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	11777	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	11751	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	12629	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	12575	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	13162	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	13584	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	13791	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"80 years"	"80"	"Female"	"F"	"White"	"2106-3"	14820	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"80 years"	"80"	"Male"	"M"	"White"	"2106-3"	14325	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"81 years"	"81"	"Female"	"F"	"White"	"2106-3"	16019	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"81 years"	"81"	"Male"	"M"	"White"	"2106-3"	15217	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"82 years"	"82"	"Female"	"F"	"White"	"2106-3"	17491	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"82 years"	"82"	"Male"	"M"	"White"	"2106-3"	15225	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"83 years"	"83"	"Female"	"F"	"White"	"2106-3"	18247	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"83 years"	"83"	"Male"	"M"	"White"	"2106-3"	15506	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"84 years"	"84"	"Female"	"F"	"White"	"2106-3"	19607	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"84 years"	"84"	"Male"	"M"	"White"	"2106-3"	15404	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"85 years"	"85"	"Female"	"F"	"White"	"2106-3"	20107	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"85 years"	"85"	"Male"	"M"	"White"	"2106-3"	15364	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"86 years"	"86"	"Female"	"F"	"White"	"2106-3"	21169	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"86 years"	"86"	"Male"	"M"	"White"	"2106-3"	15314	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"87 years"	"87"	"Female"	"F"	"White"	"2106-3"	21755	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"87 years"	"87"	"Male"	"M"	"White"	"2106-3"	14663	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"88 years"	"88"	"Female"	"F"	"White"	"2106-3"	21618	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"88 years"	"88"	"Male"	"M"	"White"	"2106-3"	13766	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"89 years"	"89"	"Female"	"F"	"White"	"2106-3"	21790	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"89 years"	"89"	"Male"	"M"	"White"	"2106-3"	12829	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"90 years"	"90"	"Female"	"F"	"White"	"2106-3"	21363	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"90 years"	"90"	"Male"	"M"	"White"	"2106-3"	11440	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"91 years"	"91"	"Female"	"F"	"White"	"2106-3"	20404	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"91 years"	"91"	"Male"	"M"	"White"	"2106-3"	10090	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"92 years"	"92"	"Female"	"F"	"White"	"2106-3"	18732	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"92 years"	"92"	"Male"	"M"	"White"	"2106-3"	8763	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"93 years"	"93"	"Female"	"F"	"White"	"2106-3"	17390	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"93 years"	"93"	"Male"	"M"	"White"	"2106-3"	7247	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"94 years"	"94"	"Female"	"F"	"White"	"2106-3"	14990	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"94 years"	"94"	"Male"	"M"	"White"	"2106-3"	5950	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"95 years"	"95"	"Female"	"F"	"White"	"2106-3"	13217	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"95 years"	"95"	"Male"	"M"	"White"	"2106-3"	4699	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"96 years"	"96"	"Female"	"F"	"White"	"2106-3"	10891	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"96 years"	"96"	"Male"	"M"	"White"	"2106-3"	3409	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"97 years"	"97"	"Female"	"F"	"White"	"2106-3"	8696	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"97 years"	"97"	"Male"	"M"	"White"	"2106-3"	2373	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"98 years"	"98"	"Female"	"F"	"White"	"2106-3"	6819	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"98 years"	"98"	"Male"	"M"	"White"	"2106-3"	1824	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"99 years"	"99"	"Female"	"F"	"White"	"2106-3"	5174	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"99 years"	"99"	"Male"	"M"	"White"	"2106-3"	1153	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"100+ years"	"100"	"Female"	"F"	"White"	"2106-3"	11015	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"Massachusetts"	"25"	"100+ years"	"100"	"Male"	"M"	"White"	"2106-3"	1823	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"1 year"	"1"	"Female"	"F"	"White"	"2106-3"	34	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"1 year"	"1"	"Male"	"M"	"White"	"2106-3"	48	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	32	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"4 years"	"4"	"Male"	"M"	"White"	"2106-3"	20	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"5 years"	"5"	"Male"	"M"	"White"	"2106-3"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"6 years"	"6"	"Female"	"F"	"White"	"2106-3"	11	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"6 years"	"6"	"Male"	"M"	"White"	"2106-3"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"7 years"	"7"	"Female"	"F"	"White"	"2106-3"	11	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"7 years"	"7"	"Male"	"M"	"White"	"2106-3"	18	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"8 years"	"8"	"Male"	"M"	"White"	"2106-3"	22	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"9 years"	"9"	"Female"	"F"	"White"	"2106-3"	12	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"9 years"	"9"	"Male"	"M"	"White"	"2106-3"	17	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"10 years"	"10"	"Male"	"M"	"White"	"2106-3"	16	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"11 years"	"11"	"Female"	"F"	"White"	"2106-3"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"11 years"	"11"	"Male"	"M"	"White"	"2106-3"	17	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"12 years"	"12"	"Female"	"F"	"White"	"2106-3"	15	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"12 years"	"12"	"Male"	"M"	"White"	"2106-3"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"13 years"	"13"	"Female"	"F"	"White"	"2106-3"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"13 years"	"13"	"Male"	"M"	"White"	"2106-3"	26	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"14 years"	"14"	"Female"	"F"	"White"	"2106-3"	23	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"14 years"	"14"	"Male"	"M"	"White"	"2106-3"	38	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"15 years"	"15"	"Female"	"F"	"White"	"2106-3"	28	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"15 years"	"15"	"Male"	"M"	"White"	"2106-3"	47	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"16 years"	"16"	"Female"	"F"	"White"	"2106-3"	42	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"16 years"	"16"	"Male"	"M"	"White"	"2106-3"	74	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"17 years"	"17"	"Female"	"F"	"White"	"2106-3"	36	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"17 years"	"17"	"Male"	"M"	"White"	"2106-3"	98	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"18 years"	"18"	"Female"	"F"	"White"	"2106-3"	55	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	126	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"19 years"	"19"	"Female"	"F"	"White"	"2106-3"	67	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	146	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"20 years"	"20"	"Female"	"F"	"White"	"2106-3"	65	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	161	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"21 years"	"21"	"Female"	"F"	"White"	"2106-3"	68	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	216	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"22 years"	"22"	"Female"	"F"	"White"	"2106-3"	70	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	198	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"23 years"	"23"	"Female"	"F"	"White"	"2106-3"	62	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	198	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"24 years"	"24"	"Female"	"F"	"White"	"2106-3"	66	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	214	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25 years"	"25"	"Female"	"F"	"White"	"2106-3"	86	Not Applicable	Not Applicable
	"Census Region 1: Northeast"	"CENS-R1"	"New Hampshire"	"33"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	198	Not Applicable	Not Applicable
